attrezzature,attrezzature_lingue,bagni,booking_link,camere,categoria,classificazione,comfort,denominazione_struttura,email,fax,first_word_number,geo_x,geo_y,id_struttura,info_indirizzo,latitude,letti,longitude,n_reviews,nome,posizione,provincia,pulizia,rapporto qualità prezzo,rating,servizi,staff,stato,tel,wifi gratuito,comune,Indirizzo,Cap,Località
"Access. diversamente abili parziale,Accesso a vetture private,Accettazione gruppi,Ascensore,Bar,Custodia valori in cassaforte,Giochi per bambini,Ristorante,Servizio congressi",,27.0,https://www.booking.com/hotel/it/casa-alpina-san-luigi-campodolcino.it.html?aid=304142&label=gen173nr-1FCAQoggJCE3NlYXJjaF9jYW1wb2RvbGNpbm9IFFgEaHGIAQGYARS4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AtG_i6QGwAIB0gIkMDA5NmM1YzktOWZiMy00MmY2LTljMjMtYTljZjYxZDEzNjVl2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=44673a28ca3b0198&srepoch=1686298578&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,27.0,Alberghiere,Alberghi 2 stelle,"7,6",casa alpina san luigi,gualdera.casalpina@guanelliani.it,0343 51255,False,5.27790592371999e+17,5.1371118823499904e+17,9744276,,5.13711188234999e+17,52.0,5.27790592371999e+17,67 recensioni,casa alpina san luigi,"7,7",SO,"8,2","7,2","7,4","7,3","8,5",Italia,0343 51235,"5,0",san pellegrino terme,gualdera,23021.0,
"Accesso a vetture private,Accettazione animali domestici,Accettazione gruppi,Sala lettura separata",Tedesco,5.0,https://www.booking.com/hotel/it/agriturismo-belotti.it.html?aid=304142&label=gen173nr-1FCAQoggJCC3NlYXJjaF90ZW11SBRYBGhxiAEBmAEUuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKkwYukBsACAdICJDEyZTAzOWNkLTJhMmUtNDIxNS1hODE2LWJhODA3NGJmOGNlONgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=3e1e3a925b2e0255&srepoch=1686298789&from=searchresults#hotelTmpl,5.0,Complementari,Alloggi Agrituristici,"8,8",belotti,belotti@agriturismobelotti.it,36491850,False,6.14798290717e+17,5.1237050975599904e+17,8255935,,5.12370509755999e+17,10.0,6.14798290717e+17,97 recensioni,agriturismo belotti,"8,4",BS,"8,9","8,3","8,6","8,4","8,7",Italia,36491850,"6,3",san pellegrino terme,via c. battisti 11,25050.0,Villa Dalegno
,,1.0,https://www.booking.com/hotel/it/casa-verdeneve.it.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9ib3JtaW9IFFgEaHGIAQGYARS4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AsHHi6QGwAIB0gIkMDQ3ZGQ3NTktMjk4Yy00ODRiLWIwNjctMGQ4NzI5YWYxZDUw2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=c2c53c20d2460146&srepoch=1686299587&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,"9,9",casa dea,mghisalberti3@gmail.com,,False,6.05263956064e+17,5.1464466049199904e+17,83034225,,5.14644660491999e+17,4.0,6.05263956064e+17,22 recensioni,casa mia,"9,9",SO,"9,8","9,0","9,7","9,8",10,Italia,333 2135862,"8,8",san pellegrino terme,via battaglion tirano,23032.0,
,,1.0,https://www.booking.com/hotel/it/mansarda-santa-chiara.it.html?aid=304142&label=gen173nr-1FCAQoggJCC3NlYXJjaF90ZW11SBRYBGhxiAEBmAEUuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKkwYukBsACAdICJDEyZTAzOWNkLTJhMmUtNDIxNS1hODE2LWJhODA3NGJmOGNlONgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=3e1e3a925b2e0255&srepoch=1686298789&from=searchresults#hotelTmpl,1.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),"8,8",mansarda santa chiara,info@casaedesigntop.it,,False,0.0,0.0,643461082,,0.0,4.0,0.0,4 recensioni,mansarda santa chiara,"8,1",BS,"8,8","8,8","8,2","8,1","8,1",Italia,3403485206,,san pellegrino terme,via predalunga 19,25050.0,
,Inglese,23.0,https://www.booking.com/hotel/it/eden-bormio.it.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9ib3JtaW9IFFgEaHGIAQGYARS4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AsHHi6QGwAIB0gIkMDQ3ZGQ3NTktMjk4Yy00ODRiLWIwNjctMGQ4NzI5YWYxZDUw2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&srpvid=c2c53c20d2460146&srepoch=1686299587&from=searchresults#hotelTmpl,0.0,Alberghiere,Alberghi 4 stelle,"9,4",eden,info@edenbormio.it,0342 919984,False,6.05464881616999e+17,5.14660862435e+17,9760307,,5.14660862435e+17,47.0,6.05464881616999e+17,1.419 recensioni,eden hotel,"9,4",SO,"9,5","8,6","8,9","8,9","9,0",Italia,0342 911669,"8,4",san pellegrino terme,via funivia 3,23032.0,
,,4.0,https://www.booking.com/hotel/it/baita-luleta.it.html?aid=304142&label=gen173nr-1FCAQoggJCDnNlYXJjaF9saXZpZ25vSBRYBGhxiAEBmAEUuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKk0oukBsACAdICJGQ5OWQ0Yjk5LWI4ZDItNGIxZS1iMGRlLTIxMTU0M2U5NTA0NdgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=92013ed296980064&srepoch=1686300966&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,4.0,Complementari,Locande,"9,2",baita luleta,manzonipaolo59@gmail.com,,False,5.86575709036999e+17,5.1522634895099904e+17,67306446,,5.15226348950999e+17,11.0,5.86575709036999e+17,385 recensioni,baita luleta,"9,0",SO,"9,4","8,7","8,9","9,0","9,5",Italia,335 8009129,"9,4",san pellegrino terme,"via federia, 393",23030.0,
"Access. diversamente abili parziale,Accesso a vetture private,Accettazione gruppi,Aria condizionata non centralizzata,Ascensore,Autorimessa,Custodia valori in cassette sicurezza,Parco o giardino,Sala lettura separata",Inglese,49.0,https://www.booking.com/hotel/it/qc-room-san-pellegrino.it.html?aid=304142&label=gen173nr-1FCAQoggJCG3NlYXJjaF9zYW4gcGVsbGVncmlubyB0ZXJtZUgUWARocYgBAZgBFLgBF8gBDNgBAegBAfgBA4gCAagCA7gC4ayLpAbAAgHSAiQ5NzlkNTE1Ni04MWZlLTQ5OTUtYjNhNS0wZmMzYjU0YmRmYjjYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=414f357089c80185&srepoch=1686296163&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,49.0,Alberghiere,Alberghi 1 stella,"9,5",qc room,QCTERMESANPELLEGRINO@LEGALMAIL.IT,,False,5.51766663036999e+17,5.07674335814e+17,178240292,,5.07674335814e+17,97.0,5.51766663036999e+17,829 recensioni,qc room san pellegrino,"9,0",BG,"9,4","8,2","8,9","8,9","8,2",Italia,3451900400,"9,4",san pellegrino terme,via f.lli calvi 6,24016.0,
"Access. diversamente abili totale,Accesso a vetture private,Accettazione gruppi,Ascensore,Autorimessa,Bar,Custodia valori in cassaforte,Lavaggio e stiratura biancheria,Ristorante,Sala televisione separata,Trasporto clienti stazione",Inglese,14.0,https://www.booking.com/hotel/it/sole-castione-della-presolana.it.html?aid=304142&label=gen173nr-1FCAQoggJCH3NlYXJjaF9jYXN0aW9uZSBkZWxsYSBwcmVzb2xhbmFIFFgEaHGIAQGYARS4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AunFi6QGwAIB0gIkOTgzY2U5OTYtNGU2ZC00ZDhlLTljMGQtZGI5NWQ4YTdiY2Ji2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=54a23bb4e7840230&srepoch=1686299370&from=searchresults#hotelTmpl,14.0,Alberghiere,Alberghi 3 stelle,"9,2",hotel sole,info@hotelsole-bratto.it,0346 38791,False,5.81951188252e+17,508569438454.0,8154087,,508569438454.0,28.0,5.81951188252e+17,102 recensioni,hotel sole,"9,0",BG,"9,4","9,0","9,0","9,1","9,5",Italia,0346 31113,"6,3",san pellegrino terme,via s.pellico bratto 10,24020.0,
,,16.0,https://www.booking.com/hotel/it/terre-aromatiche.it.html?aid=304142&label=gen173nr-1FCAQoggJCG3NlYXJjaF9jaGllc2EgaW4gdmFsbWFsZW5jb0gUWARocYgBAZgBFLgBF8gBDNgBAegBAfgBA4gCAagCA7gCrvyLpAbAAgHSAiRkM2U1ZGZhMC0wNThjLTQ2MzQtOWM5ZC0yMmY3NmRmNTk0MjnYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=bb1b49576ad4010f&srepoch=1686306352&from=searchresults#hotelTmpl,3.0,Complementari,Bed & Breakfast,"9,6",terre aromatiche,info@terrearomatiche.com,,False,5.65383102166e+17,5.12421367289e+17,65499361,,5.12421367289e+17,6.0,5.65383102166e+17,75 recensioni,b&bterre aromatiche,"9,0",SO,"9,7","8,9","9,2","9,5","9,8",Italia,342451521,"9,2",san pellegrino terme,via somprato,24016.0,
,,1.0,https://www.booking.com/hotel/it/casa-zanoni-pisogne.it.html?aid=304142&label=gen173nr-1FCAQoggJCDnNlYXJjaF9waXNvZ25lSBRYBGhxiAEBmAEUuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKDtYukBsACAdICJDQxNjMwZGFiLTMyZTUtNDE0OS05NjA5LTQxMjAxZDdlMzkzOdgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=bddc37813cde0420&srepoch=1686297220&from=searchresults#hotelTmpl,1.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),"8,0",casa zanoni,info.ngrental@gmail.com,,True,0.0,0.0,407997505,,0.0,2.0,0.0,24 recensioni,casa zanoni,"9,3",BS,"8,4","7,9","7,7","7,8","8,6",Italia,348 8522784,,valtorta,via donatori di sangue,25055.0,
"Bar,Custodia valori in cassaforte,Ristorante,Sala televisione separata",Inglese,7.0,,7.0,Alberghiere,Alberghi 3 stelle,,PIZZO TRE SIGNORI,tresignori@valbrembanaweb.it,34587826,,5.41482368228e+17,5.09164115586999e+16,8163029,,5.09164115586999e+16,13.0,5.41482368228e+17,,,,BG,,,,,,,0345/87712,,valtorta,via roma 25,24010.0,
,,4.0,,10.0,Complementari,Case per ferie,,CASA ALPINA SAN GIUSEPPE,segreteria@centroschuster.it,02 26412731,,5.41223938462999e+17,5.0916697022399904e+17,8163054,,5.09166970223999e+17,35.0,5.41223938462999e+17,,,,BG,,,,,,,02 26414808,,valtorta,via torre,24010.0,
"Access. diversamente abili totale,Bar,Locale di ritrovo,Ristorante",,14.0,,14.0,Complementari,Ostelli per la gioventÃ¹,,OSTELLO RIFUGIO TRIFOGLIO,rifugiotrifoglio@pec.it,,,5.41450772582e+17,5.09236829057999e+16,8182099,,5.09236829057999e+16,56.0,5.41450772582e+17,,,,BG,,,,,,,3334062617,,valtorta,loc. ceresola snc,24010.0,
,,2.0,,3.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,APPARTAMENTI GIN SOLE E GIN LUNA,fpesrl019@gmail.com,,,0.0,0.0,644528872,,0.0,10.0,0.0,,,,BS,,,,,,,303750799,,artogne,via pradosole di montecampione,25040.0,
"Bar,Ristorante",,1.0,,2.0,Complementari,Rifugi di montagna,,IL BAIT,rifugioilbait@libero.it,,,5.93922916962999e+17,5.0752938387e+16,8299313,,5.0752938387e+16,4.0,5.93922916962999e+17,,,,BS,,,,,,,3338261475,,artogne,via plan di montecampione 86/c,25040.0,
"Access. diversamente abili parziale,Accesso a mezzi pubblici,Accesso a vetture private,Accettazione gruppi,Bar,Custodia valori in cassaforte,Giochi per bambini,Parcheggio non custodito,Parco o giardino,Ristorante,Sala lettura separata,Sala televisione separata",Inglese,12.0,,12.0,Alberghiere,Alberghi 2 stelle,,LEGAZZUOLO,info@legazzuolo.it,364560292,,5.92402820739999e+17,5.07568761811e+17,8262358,,5.07568761811e+17,21.0,5.92402820739999e+17,,,,BS,,,,,,,3336079279,,artogne,via legazzuolo 1 montecampione,25040.0,
,,2.0,,4.0,Complementari,Locande,,TRATTORIA BEATI',trattoriabeati@gmail.com,,,0.0,0.0,100975457,,0.0,8.0,0.0,,,,BS,,,,,,,328876336,,artogne,via xxv aprile 88,25040.0,
,,1.0,,3.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,IRITI BARBARA,barbara@targetabbigliamento.com,,,0.0,0.0,122276663,,0.0,6.0,0.0,,,,BS,,,,,,,,,artogne,via legazzuolo,25040.0,
,,1.0,,1.0,Complementari,Locazione turistica non imprenditoriale,,LA GALLINA,domenighini@tim.it,,,5.89718489364e+17,5.07860217882e+17,273118475,,5.07860217882e+17,5.0,5.89718489364e+17,,,,BS,,,,,,,3282175889,,artogne,via xxv aprile 77,25040.0,
"Accesso a vetture private,Accettazione animali domestici,Trasporto clienti stazione",Francese,3.0,,3.0,Complementari,Alloggi Agrituristici,,LE FRISE,info@lefrise.it,364598298,,5.90788146123999e+17,5.07852097443e+17,8262383,,5.07852097443e+17,6.0,5.90788146123999e+17,,,,BS,,,,,,,364598298,,artogne,via plagne 12  - localita' rive dei balti,25040.0,
"Accettazione animali domestici,Accettazione gruppi,Parco o giardino,Posto auto,Servizio di pulizia e cambio biancheria assicurato almeno 3 volte alla settimana",Inglese,4.0,,4.0,Complementari,Bed & Breakfast,,LE PATEGHE,info@lepateghe.it,,,5.93922916962999e+17,5.0752938387e+16,8304632,,5.0752938387e+16,10.0,5.93922916962999e+17,,,,BS,,,,,,,35972575,,artogne,via plan di montecampione 90,25040.0,
,,3.0,,3.0,Complementari,Bed & Breakfast,,MONTECAMPIONE,info@bedandbreakfastmontecampione.it,,,5.93922916962999e+17,5.0752938387e+16,113556606,,5.0752938387e+16,8.0,5.93922916962999e+17,,,,BS,,,,,,,3518785847,,artogne,via plan di montecampione 74,25040.0,
,,1.0,,2.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,APPARTAMENTO CA MELIA,caterina.cucchini@gmail.com,,,5.92044796547999e+17,5.07567908519e+17,13459268,,5.07567908519e+17,3.0,5.92044796547999e+17,,,,BS,,,,,,,3483215095,,artogne,via pradosole di montecampione 38,25040.0,
,,1.0,,1.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,THE LITTLE NEST,francimissa@gmail.com,,,0.0,0.0,288121456,,0.0,4.0,0.0,,,,BS,,,,,,,,,artogne,via montecampione,25040.0,
,,1.0,,3.0,Complementari,Locazione turistica non imprenditoriale,,DOMENIGHINI DAVIDE,davide.domenighini15@gmail.com,,,0.0,0.0,592463053,,0.0,6.0,0.0,,,,BS,,,,,,,,,artogne,via iv novembre 13,25040.0,
"Attrezzatura di pronto soccorso,Bar,Estintori,Illuminazione elettrica,Lampada esterna,Pale per neve,Radiotelefono,Riscaldamento centralizzato,Ristorante,Smaltimento rifiuti",,5.0,,5.0,Complementari,Rifugi di montagna,,BAITA DELLO SCIATORE,robertopeluchetti@virgilio.it,,,5.93922916962999e+17,5.0752938387e+16,8262420,,5.0752938387e+16,13.0,5.93922916962999e+17,,,,BS,,,,,,,3386240980,,artogne,via plan di montecampione montecampione 91,25040.0,
,,1.0,,1.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,M&M MAISON MARILENA LAKE ISEO,tomasialessandro0@gmail.com,,,0.0,0.0,522387518,,0.0,4.0,0.0,,,,BS,,,,,,,,,artogne,via san maurizio 5,25040.0,
,,1.0,,2.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,PARAPINI CAMILLO,camilloparapini@libero.it,,,5.91849115738e+17,5.07567285108e+16,81264562,,5.07567285108e+16,5.0,5.91849115738e+17,,,,BS,,,,,,,3495777916,,artogne,via san maurizio,25040.0,
,,1.0,,2.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,ROTA MARIATERESA,mar_tes@tiscali.it,,,5.90611690168999e+16,5.07794942174e+17,122276659,,5.07794942174e+17,4.0,5.90611690168999e+16,,,,BS,,,,,,,,,artogne,via panicoli 8,25040.0,
"Accesso a mezzi pubblici,Accettazione animali domestici,Giochi per bambini,Parco o giardino,Servizio di pulizia bagno assicurato almeno 1 volta al giorno,Servizio di pulizia e cambio biancheria assicurato almeno 3 volte alla settimana","Francese,Inglese",1.0,,2.0,Complementari,Bed & Breakfast,,CASA GATTONE,marisacomensoli@gmail.com,,,5.90085109e+17,5.077799649e+17,124485170,,5.077799649e+17,3.0,5.90085109e+17,,,,BS,,,,,,,3453143074,,artogne,via camillo golgi 7,25040.0,
,,1.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,BAITEL DE SOT,andrea.bortolazzi@gmail.com,,,5.73059770999999e+16,5.09107136e+17,662595744,,5.09107136e+17,6.0,5.73059770999999e+16,,,,BG,,,,,,,348 7422495,,gromo,via bugatti 11,24020.0,
"Access. diversamente abili totale,Accesso a mezzi pubblici,Accesso a vetture private,Accettazione gruppi,Ascensore,Bar,Custodia valori in cassaforte,Discoteca,Ristorante,Sala lettura separata,Sala televisione separata,Servizio congressi","Francese,Inglese",56.0,,56.0,Alberghiere,Alberghi 3 stelle,,SPIAZZI,contatto@hotelspiazzi.it,0346 47000,,5.74625322e+17,5.09122865722e+16,8156749,,5.09122865722e+16,110.0,5.74625322e+17,,,,BG,,,,,,,0346 47000,,gromo,piazzale avert spiazzi 1,24020.0,
,,1.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,BAITEL DE SURA,andrea.bortolazzi@gmail.com,,,5.73059770999999e+16,5.09107136e+17,655552704,,5.09107136e+17,4.0,5.73059770999999e+16,,,,BG,,,,,,,348 7422495,,gromo,via bugatti 11,24020.0,
"Accesso a vetture private,Attrezzatura di pronto soccorso,Frigorifero,Parcheggio privato","Inglese,Tedesco",1.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,GIOIELLO DI RELAX,thorsten67demuth@gmail.com,,,0.0,0.0,130742552,,0.0,4.0,0.0,,,,BG,,,,,,,349 1650477,,gromo,loc. boario spiazzi - via monte redondo 2,24020.0,
,,1.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,LA MARTINA 1,martinasas_pec@pec.it,,,5.73850959e+17,5.0911965379999904e+17,433930444,,5.09119653799999e+17,4.0,5.73850959e+17,,,,BG,,,,,,,393 9028392,,gromo,fraz. spiazzi via pineta 4,24020.0,
"Access. diversamente abili totale,Ascensore,Bar,Custodia valori in cassette sicurezza,Ristorante,Sala lettura separata,Sala televisione separata",Inglese,7.0,,7.0,Alberghiere,Alberghi 3 stelle,,HOTEL LOCANDA DEL CACCIATORE,ALDOSANTUS@TIN.IT,0346/42952,,5.71795184790999e+17,5.09066615906e+17,8151297,,5.09066615906e+17,14.0,5.71795184790999e+17,,,,BG,,,,,,,0346/41112,,gromo,via roma 9,24020.0,
,,1.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,LA MARTINA 2,martinasas_pec@pec.it,,,5.73850959e+17,5.0911965379999904e+17,433930348,,5.09119653799999e+17,5.0,5.73850959e+17,,,,BG,,,,,,,393 9028392,,gromo,fraz. spiazzi via pineta 4,24020.0,
,,2.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,DAGLI OLIVARI: CASA DANI,rickisamu@libero.it,,,0.0,0.0,257378057,,0.0,4.0,0.0,,,,BG,,,,,,,389 9772623,,gromo,piazza g. marconi 2/a,24020.0,
,,1.0,,0.0,Complementari,Locazione turistica non imprenditoriale,,ROVARIS PATRIZIA,patrizia.rovaris@gmail.com,,,0.0,0.0,256976990,,0.0,4.0,0.0,,,,BG,,,,,,,339 6635375,,gromo,loc. cli' - via s. bartolomeo snc,24020.0,
Parco o giardino,,1.0,,1.0,Complementari,Bed & Breakfast,,B&B CHALET FERNANDA,chaletfernanda@pec.it,0346 47179,,0.0,0.0,8169888,,0.0,2.0,0.0,,,,BG,,,,,,,0346 47179,,gromo,p.le turani gromo - spiazzi 2,24020.0,
,,1.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,DAGLI OLIVARI: CASA ALE,olivari.alessandra@googlemail.com,,,5.72001111937999e+17,5.0910152540999904e+17,68568688,,5.09101525409999e+17,4.0,5.72001111937999e+17,,,,BG,,,,,,,347 8934852,,gromo,piazza dante 7,24020.0,
,,,,,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,DAGLI OLIVARI: CASA TEO,giuseppeolivari42@gmail.com,,,,,525063007,,,,,,,,BG,,,,,,,,,gromo,piazza dante alighieri 10,24020.0,
"Access. diversamente abili totale,Accesso a mezzi pubblici,Accesso a vetture private,Accettazione animali domestici,Accettazione gruppi,Ascensore,Autorimessa,Bar,Custodia valori in cassaforte,Giochi per bambini,Parco o giardino,Ristorante,Sala televisione separata",,31.0,,31.0,Alberghiere,Alberghi 3 stelle,,VITTORIA,VITTORIAHOTEL@YAHOO.IT,0346 42910,,5.74227391305999e+17,5.0912005240799904e+17,8156910,,5.09120052407999e+17,65.0,5.74227391305999e+17,,,,BG,,,,,,,0346 47180,,gromo,via spiazzi spiazzi 136,24020.0,
,,1.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Appartamento Bettini Lorenza - Teglio,,,,0.0,0.0,591348991,,0.0,4.0,0.0,,,,SO,,,,,,,,,teglio,,23036.0,
,,1.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Appartamento Rizzi Anna Maria,,,,0.0,0.0,113730922,,0.0,2.0,0.0,,,,SO,,,,,,,,,teglio,,23036.0,
,,6.0,,6.0,Complementari,Foresterie lombarde,,BELANDIN,belandin.ristorante@gmail.com,,,5.78772691891e+17,5.1137885591399904e+17,9750864,,5.11378855913999e+17,12.0,5.78772691891e+17,,,,SO,,,,,,,0342 780492,,teglio,via scranzi 28,23036.0,
,,1.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Appartamento Cavazza Antonio Giuseppe,,,,0.0,0.0,142547381,,0.0,4.0,0.0,,,,SO,,,,,,,,,teglio,,23036.0,
,,1.0,,0.0,Complementari,Locazione turistica non imprenditoriale,,Appartamento Kuvshinova Elena,,,,0.0,0.0,650991729,,0.0,6.0,0.0,,,,SO,,,,,,,,,teglio,,23036.0,
,,1.0,,0.0,Complementari,Rifugi di montagna,,RIFUGIO CRISTINA,,,,5.84760682241e+17,5.1017454917299904e+17,9750953,,5.10174549172999e+17,13.0,5.84760682241e+17,,,,SO,,,,,,,,,teglio,san paolo val belviso,23036.0,
,,3.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Appartamenti Sarotti Nando Maria - sub. 3 - 6 e 8,,,,0.0,0.0,113730918,,0.0,7.0,0.0,,,,SO,,,,,,,,,teglio,,23036.0,
,,1.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,Appartamento Bruni Marco,,,,0.0,0.0,624757259,,0.0,4.0,0.0,,,,SO,,,,,,,,,teglio,,23036.0,
,,1.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Appartamento Panella Rosalba,,,,0.0,0.0,620165461,,0.0,5.0,0.0,,,,SO,,,,,,,,,teglio,,23036.0,
"Accesso a vetture private,Accettazione animali domestici,Accettazione gruppi,Ascensore,Autorimessa,Bar,Parcheggio custodito,Ristorante,Ristorante vegetariano,Sala televisione separata",Giapponese,26.0,,26.0,Alberghiere,Alberghi 3 stelle,,BELLAVISTA,info@hotelbellavistateglio.it,0342 780118,,5.82646468659e+17,5.1137425610499904e+17,9750839,,5.11374256104999e+17,48.0,5.82646468659e+17,,,,SO,,,,,,,0342 780118,,teglio,via roma 32,23036.0,
,,3.0,,3.0,Complementari,Bed & Breakfast,,B&B Il Crocevia,bbcrocevia@tim.it,,,0.0,0.0,65499205,,0.0,9.0,0.0,,,,SO,,,,,,,+39 366 2632671,,teglio,via per aprica - fraz. tresenda 15,,
,,16.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Ronzio Eugenio Casa Vacanza,l.ronzio@gmail.com,,,5.82191654641999e+16,5.11393363394999e+16,65498015,,5.11393363394999e+16,12.0,5.82191654641999e+16,,,,SO,,,,,,,340/3013215,,teglio,via san silvestro 34,,
"Accesso a vetture private,Accettazione animali domestici,Accettazione gruppi,Ascensore,Bar,Custodia valori in cassette sicurezza,Giochi per bambini,Parcheggio custodito,Pulizia calzature,Ristorante,Ristorante vegetariano,Sala lettura separata,Trasporto clienti stazione",Inglese,35.0,,40.0,Alberghiere,Alberghi 3 stelle,,LA ROSA,info@hotellarosateglio.it,0342 780143,,5.82515505776999e+17,5.11379129401e+16,9750814,,5.11379129401e+16,71.0,5.82515505776999e+17,,,,SO,,,,,,,0342 780164,,teglio,piazza funivia 8,23036.0,
,,6.0,,0.0,Complementari,Foresterie lombarde,,PALAZZO JUVALTA,info@palazzojuvalta.it,02 76000719,,5.81769292922e+17,5.11351016124e+17,9763108,,5.11351016124e+17,12.0,5.81769292922e+17,,,,SO,,,,,,,0342 780090,,teglio,via carlo besta 19,23035.0,
,,16.0,,3.0,Complementari,Bed & Breakfast,,B&B Quigna,info@quigna.com,,,5.8400275387e+17,5.11286911074e+17,65499194,,5.11286911074e+17,8.0,5.8400275387e+17,,,,SO,,,,,,,348/7804984,,teglio,via quigna 31,,
,,10.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,Residence Stefania,,,,0.0,0.0,169058430,,0.0,25.0,0.0,,,,SO,,,,,,,,,teglio,,23036.0,
,,4.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,LA CASA DI TERRY,info@residenceteglio.com,,,5.82598664977999e+17,5.1138627479699904e+17,13477870,,5.11386274796999e+17,18.0,5.82598664977999e+17,,,,SO,,,,,,,335 7769203,,teglio,via fratelli lazzaroni 17,23036.0,
,,4.0,,0.0,Complementari,Alloggi Agrituristici,,Il Mulinel,,,,0.0,0.0,331288190,,0.0,8.0,0.0,,,,SO,,,,,,,,,teglio,,23036.0,
