name,url,rating,price,contact,via,CAP,comune
Cavandola,https://www.tripadvisor.it/Restaurant_Review-g1826676-d6998029-Reviews-Cavandola-Valbondione_Province_of_Bergamo_Lombardy.html,2.5,cibo economico,+39034647703,Via Pacati 68 Lizzola,,Valbondione
Crazy Camping Bar Pizzeria,https://www.tripadvisor.it/Restaurant_Review-g1826676-d10733125-Reviews-Crazy_Camping_Bar_Pizzeria-Valbondione_Province_of_Bergamo_Lombardy.html,3.0,cibo economico,+393386324537,Via Case Corti 3 ,24020, Valbondione
Rifugio Mirtillo,https://www.tripadvisor.it/Restaurant_Review-g1826676-d4734505-Reviews-Rifugio_Mirtillo-Valbondione_Province_of_Bergamo_Lombardy.html,4.5,fascia media,+390346467084,Loc. Rambasi ,24020, Valbondione
Ristorante Pizzeria 4 Pis,https://www.tripadvisor.it/Restaurant_Review-g3710626-d10785587-Reviews-Ristorante_Pizzeria_4_Pis-Colere_Province_of_Bergamo_Lombardy.html,4.0,fascia media,+39034654136,Via Placido Piantoni 13 ,24020, Colere
Pizzeria Ristorante da Gian,https://www.tripadvisor.it/Restaurant_Review-g661295-d3494445-Reviews-Ristorante_Pizzeria_Da_Gian-Negrar_di_Valpolicella_Province_of_Verona_Veneto.html,4.0,fascia media,+390456000585,Via Dell' Industria 6 ,37024, Negrar di Valpolicella
Malga Fratte,https://www.tripadvisor.it/Restaurant_Review-g1604040-d10731559-Reviews-Malga_Fratte-Rabbi_Province_of_Trento_Trentino_Alto_Adige.html,4.0,fascia media,+393392868811,Val di Rabbi ,38020, Rabbi
Bar Piccolo Museo,https://www.tripadvisor.it/Restaurant_Review-g21088957-d6708211-Reviews-Bar_Piccolo_Museo-Cantoniera_Presolana_Province_of_Brescia_Lombardy.html,4.5,cibo economico,+39034631521,Bar Piccolo Museo  Via Cantoniera Alta 4 ,24020, Cantoniera Presolana
The Steg,https://www.tripadvisor.it/Restaurant_Review-g1939356-d1938745-Reviews-Hotel_Steg-Campodazzo_Renon_Province_of_South_Tyrol_Trentino_Alto_Adige.html,4.0,fascia media,+390471353117,Atzwanger Str 12 ,39040, Campodazzo Renon
Taverna del Gentilorco,https://www.tripadvisor.it/Restaurant_Review-g187850-d19922324-Reviews-Taverna_del_Gentilorco-Pavia_Province_of_Pavia_Lombardy.html,4.0,,+3903821514493,Via Bernardino da Feltre 27 ,27100, Pavia
12oz Street Coffee,https://www.tripadvisor.it/Restaurant_Review-g187871-d13002224-Reviews-12oz_Street_Coffee-Verona_Province_of_Verona_Veneto.html,2.5,cibo economico,+390459000146,Piazzale XXV Aprile ,37138, Verona
Autogrill 013,https://www.tripadvisor.it/Restaurant_Review-g1162168-d1852881-Reviews-Autogrill_013-Campogalliano_Province_of_Modena_Emilia_Romagna.html,1.5,fascia media,,A22 km 309 ,41011, Campogalliano
osteria bastioli,https://www.tripadvisor.it/Restaurant_Review-g21090089-d6351922-Reviews-Osteria_Bastioli-Teveno_Province_of_Bergamo_Lombardy.html,4.5,fascia media,+39034651162,Via San Michele 12 ,24020, Teveno
Caffe Maya,https://www.tripadvisor.it/Restaurant_Review-g187835-d7993000-Reviews-Caffe_Maya-Como_Lake_Como_Lombardy.html,3.0,fascia media,+39031279398,Via Bernardino Luini 51 ,22100, Como
Mandarin 2,https://www.tripadvisor.it/Restaurant_Review-g187849-d1114159-Reviews-Mandarin_2-Milan_Lombardy.html,4.5,fascia media,+39022664147,Via Garofalo 22/A ,20133, Milano
Rifugio Canziani al Lago Verde,https://www.tripadvisor.it/Restaurant_Review-g1059843-d3322700-Reviews-Rifugio_Canziani_al_Lago_Verde-Ultimo_Province_of_South_Tyrol_Trentino_Alto_Adig.html,4.0,fascia media,+390473798120,Rifugio Canziani 84 ,39016, Ultimo
Trattoria Corto Maltese,https://www.tripadvisor.it/Restaurant_Review-g194702-d1951119-Reviews-Trattoria_Corto_Maltese-Brescia_Province_of_Brescia_Lombardy.html,4.0,cibo economico,+39030304388,Via Attilio Franchi 3 ,25127, Brescia
Malga Stablasolo,https://www.tripadvisor.it/Restaurant_Review-g1604040-d3422091-Reviews-Malga_Stablasolo-Rabbi_Province_of_Trento_Trentino_Alto_Adige.html,4.0,fascia media,+393888639582,Val di Rabbi ,38027, Rabbi
Santo Stefano 2,https://www.tripadvisor.it/Restaurant_Review-g1221352-d7691212-Reviews-Santo_Stefano_2-Corbetta_Province_of_Milan_Lombardy.html,3.5,cibo economico,+39029771859,Via Villoresi 29 ,20010, Corbetta
Miniera d'Oro Ristorante Pizzeria Bar,https://www.tripadvisor.it/Restaurant_Review-g187849-d10691568-Reviews-Miniera_d_Oro_Ristorante_Pizzeria_Bar-Milan_Lombardy.html,1.0,cucina raffinata,+390236768270,Piazza Duca d'Aosta 14 Stazione centrale ,20124, Milano
Sushi&Grill Asian Fusion Restaurant,https://www.tripadvisor.it/Restaurant_Review-g1137869-d3847222-Reviews-Sushi_Grill_Asian_Fusion_Restaurant-Abbiategrasso_Province_of_Milan_Lombardy.html,3.0,cibo economico,+39029462978,Via Dante 98/100 Acanto a Mcdonalds ,20081, Abbiategrasso
Hiro Japanese Restaurant,https://www.tripadvisor.it/Restaurant_Review-g2300039-d12616324-Reviews-Hiro_Japanese_Restaurant-Gazzada_Schianno_Province_of_Varese_Lombardy.html,2.5,fascia media,+390332870390,Via Gallarate 38 ,21045, Gazzada Schianno
Ca'puccino,https://www.tripadvisor.it/Restaurant_Review-g1079908-d6033020-Reviews-Ca_puccino-Serravalle_Scrivia_Province_of_Alessandria_Piedmont.html,2.5,fascia media,+390143609000,Via della Moda 1 Serravalle Designer Outlet ,15069, Serravalle Scrivia
Agriturismo Domizia,https://www.tripadvisor.it/Restaurant_Review-g2337656-d4049111-Reviews-Agriturismo_Domizia-Adrara_San_Martino_Province_of_Bergamo_Lombardy.html,5.0,cibo economico,+393482452796,via Mascherpinga 71 ,24060, Adrara San Martino
I Pupari,https://www.tripadvisor.it/Restaurant_Review-g187849-d14792753-Reviews-I_Pupari-Milan_Lombardy.html,4.0,fascia media,+390249707626,Viale Monza 57 ,20125, Milano
Masa Chalet,https://www.tripadvisor.it/Restaurant_Review-g3710626-d24167982-Reviews-Masa_Chalet-Colere_Province_of_Bergamo_Lombardy.html,4.5,fascia media,+39034632081,Via Cantoniera 19 ,24020, Colere
Tami',https://www.tripadvisor.it/Restaurant_Review-g1182492-d3619150-Reviews-Tami-Collio_Province_of_Brescia_Lombardy.html,4.5,fascia media,+39030927112,Zanardelli 9,,Collio
La dolce pausa,https://www.tripadvisor.it/Restaurant_Review-g1182492-d16695681-Reviews-La_dolce_pausa-Collio_Province_of_Brescia_Lombardy.html,5.0,,+393248089407,Via Maniva Loc. San Colombano ,25060, Collio
AI Traversanti,https://www.tripadvisor.it/Restaurant_Review-g1182492-d3685620-Reviews-AI_Traversanti-Collio_Province_of_Brescia_Lombardy.html,4.5,fascia media,+393333757240,Via Case Sparse 40 Località Traversanti ,25079, Collio
Ristorante Hotel Locanda Bonardi,https://www.tripadvisor.it/Restaurant_Review-g1182492-d8467821-Reviews-Ristorante_Hotel_Locanda_Bonardi-Collio_Province_of_Brescia_Lombardy.html,4.0,fascia media,+390309220911,Via Maniva 256 Hotel Locanda Bonardi ,25060, Collio
Saòr,https://www.tripadvisor.it/Restaurant_Review-g194826-d21081431-Reviews-Saor-Mogliano_Veneto_Province_of_Treviso_Veneto.html,4.0,,+393332365359,Piazza Dica D’Aosta 32A ,31021, Mogliano Veneto
Antica Osteria Bocca di Strada,https://www.tripadvisor.it/Restaurant_Review-g1597962-d11837171-Reviews-Antica_Osteria_Bocca_di_Strada-Traversetolo_Province_of_Parma_Emilia_Romagna.html,4.0,fascia media,+390521841266,Via Per Neviano 65 ,43029, Traversetolo
COLL Bubble Tea&Coffee,https://www.tripadvisor.it/Restaurant_Review-g187849-d13551116-Reviews-COLL_Bubble_Tea_Coffee-Milan_Lombardy.html,4.0,cibo economico,+390236526486,Corso di Porta Vittoria 58 ,20122, Milano
Hotel Ristorante Dosso Alto,https://www.tripadvisor.it/Restaurant_Review-g1182492-d3205526-Reviews-Hotel_Ristorante_Dosso_Alto-Collio_Province_of_Brescia_Lombardy.html,4.5,fascia media,+39030927642,Via Maniva 254 ,25060, Collio
La Favellina,https://www.tripadvisor.it/Restaurant_Review-g2209433-d2205247-Reviews-La_Favellina-Malo_Province_of_Vicenza_Veneto.html,4.5,cucina raffinata,+393496602194,Via Cavaliere 4/6 ,36034, Malo
Agriturismo RossWald,https://www.tripadvisor.it/Restaurant_Review-g1593962-d3710573-Reviews-Agriturismo_RossWald-Formazza_Province_of_Verbano_Cusio_Ossola_Piedmont.html,4.5,fascia media,+393388078072,Frazione San Michele 33b ,28863, Formazza
Rifugio Gattascosa,https://www.tripadvisor.it/Restaurant_Review-g2024297-d7008427-Reviews-Rifugio_Gattascosa-Bognanco_Province_of_Verbano_Cusio_Ossola_Piedmont.html,4.0,fascia media,+393283151669,Bognanco Alpe Gattascosa ,28842, Bognanco
Agriturismo La Timida,https://www.tripadvisor.it/Restaurant_Review-g1078046-d1484310-Reviews-Agriturismo_La_Timida-Cassine_Province_of_Alessandria_Piedmont.html,3.5,cibo economico,+390144715371,Strada Ricaldone di Sotto 28 ,15016, Cassine
Ristorante Storione,https://www.tripadvisor.it/Restaurant_Review-g187872-d1319852-Reviews-Ristorante_Storione-Vicenza_Province_of_Vicenza_Veneto.html,4.0,cucina raffinata,+390444566244,Strada del Pasubio 62/64 Appena Fuori le Mure in Direzione Thiene Asiago ,36100, Vicenza
Pizzeria Pattinaggio,https://www.tripadvisor.it/Restaurant_Review-g15828403-d10027731-Reviews-Pizzeria_Pattinaggio-San_Colombano_Province_of_Brescia_Lombardy.html,3.5,cibo economico,+39030927856,Via Bondegno 12 ,25060, San Colombano
Blues Cafè,https://www.tripadvisor.it/Restaurant_Review-g187849-d8871051-Reviews-Blues_Cafe-Milan_Lombardy.html,4.5,cibo economico,+393485732648,Viale Bodio 6 ,20100, Milano
Pizzeria da Bartolino,https://www.tripadvisor.it/Restaurant_Review-g4173422-d12909084-Reviews-Pizzeria_da_Bartolino-Albate_Como_Lake_Como_Lombardy.html,4.5,fascia media,+390312252501,Via Canturina 124 ,22100, Albate Como
Baviello Cafe,https://www.tripadvisor.it/Restaurant_Review-g664016-d6962415-Reviews-Baviello_Cafe-Somma_Lombardo_Province_of_Varese_Lombardy.html,3.5,fascia media,+390331259396,Via Giuseppe Giusti 1 ,21019, Somma Lombardo
Ristorante Albergo Alpestre,https://www.tripadvisor.it/Restaurant_Review-g1137848-d12323659-Reviews-Ristorante_Albergo_Alpestre-Valdagno_Province_of_Vicenza_Veneto.html,4.5,fascia media,+390445970082,Via Lago di Castelvecchio 25 ,36078, Valdagno
Bar Buongusto,https://www.tripadvisor.it/Restaurant_Review-g670770-d10544026-Reviews-Bar_Buongusto-Arco_Province_of_Trento_Trentino_Alto_Adige.html,4.5,cibo economico,+390464973313,Via Segantini 58 ,38062, Arco
Locanda Vecchia Scuola,https://www.tripadvisor.it/Restaurant_Review-g4876982-d8277217-Reviews-Locanda_Vecchia_Scuola-Tavernole_sul_Mella_Province_of_Brescia_Lombardy.html,4.5,fascia media,+390309220450,Via Antichi Originari 9 ,25060, Tavernole sul Mella
Pizzeria Bruschetteria Non solo Bar,https://www.tripadvisor.it/Restaurant_Review-g1238550-d3802587-Reviews-Pizzeria_Bruschetteria_Non_solo_Bar-Marano_Vicentino_Province_of_Vicenza_Veneto.html,4.0,cibo economico,+390445561071,Viale Europa 52 ,36035, Marano Vicentino
Il Mulino,https://www.tripadvisor.it/Restaurant_Review-g15294578-d21326084-Reviews-Il_Mulino-Marmentino_Province_of_Brescia_Lombardy.html,3.0,,+393351012273,Via Delle Melle ,25060, Marmentino
Ostriche e Bollicine,https://www.tripadvisor.it/Restaurant_Review-g187830-d19850778-Reviews-Ostriche_e_Bollicine-Bergamo_Province_of_Bergamo_Lombardy.html,4.5,fascia media,+393284649810,Via Giovanni Battista Moroni 164 ,24122, Bergamo
Ristorante Pizzeria Il Fiasco,https://www.tripadvisor.it/Restaurant_Review-g21121172-d7787886-Reviews-Ristorante_pizzeria_il_fiasco-Mortizzuolo_Province_of_Modena_Emilia_Romagna.html,4.0,fascia media,+393405998638,Via Imperiale 115 ,41037, Mortizzuolo
Al Cucco,https://www.tripadvisor.it/Restaurant_Review-g2527362-d6513972-Reviews-Al_Cucco-Valdastico_Province_of_Vicenza_Veneto.html,4.5,fascia media,+393381150182,Località Cucco 2 ,36040, Valdastico
Ristorante Bassù,https://www.tripadvisor.it/Restaurant_Review-g7648022-d7605260-Reviews-Ristorante_Bassu-Bovegno_Province_of_Brescia_Lombardy.html,4.0,fascia media,+39030926368,Via Loc. Bassone n. 28 Strada Statale SP 45 ,25061, Bovegno
BLUE M Milano - Bottega Marchigiana,https://www.tripadvisor.it/Restaurant_Review-g187849-d15831930-Reviews-BLUE_M_Milano_Bottega_Marchigiana-Milan_Lombardy.html,5.0,cibo economico,+390297386209,Via Lanzone 27 Sant'Ambrogio - Università Cattolica ,20123, Milano
Osteria Conchetta,https://www.tripadvisor.it/Restaurant_Review-g187849-d2015838-Reviews-Osteria_Conchetta-Milan_Lombardy.html,4.5,fascia media,+39028372917,Via Conchetta 8 ,20136, Milano
Old Wild West,https://www.tripadvisor.it/Restaurant_Review-g1459049-d8875243-Reviews-Old_Wild_West-Darfo_Boario_Terme_Province_of_Brescia_Lombardy.html,3.5,fascia media,+390364532054,Via Nazionale 43 ,25047, Darfo Boario Terme
Bar rist scoiattolo,https://www.tripadvisor.it/Restaurant_Review-g2374919-d3804938-Reviews-Bar_rist_scoiattolo-Valleve_Province_of_Bergamo_Lombardy.html,4.0,fascia media,+393288142888,Frazione San Simone SNC ,24010, Valleve
Ristorante Gromo,https://www.tripadvisor.it/Restaurant_Review-g2088613-d5814397-Reviews-Ristorante_Gromo-Gromo_Province_of_Bergamo_Lombardy.html,5.0,fascia media,+393289840859,Via Papa Giovanni XXIII Hotel Gromo ,24020, Gromo
Posta Al Castello,https://www.tripadvisor.it/Restaurant_Review-g2088613-d2314352-Reviews-Posta_Al_Castello-Gromo_Province_of_Bergamo_Lombardy.html,4.0,fascia media,+39034641002,Piazza Dante Alighieri 2 ,24020, Gromo
Hotel Ristorante Vittoria,https://www.tripadvisor.it/Restaurant_Review-g2088613-d2362556-Reviews-Hotel_Ristorante_Vittoria-Gromo_Province_of_Bergamo_Lombardy.html,4.5,fascia media,+39034647180,Via Spiazzi Belvedere 136 ,24020, Gromo
Bar del Centro,https://www.tripadvisor.it/Restaurant_Review-g2088613-d13223070-Reviews-Bar_del_Centro-Gromo_Province_of_Bergamo_Lombardy.html,3.5,fascia media,+39034641623,Piazza Dante Alighieri 5 ,24020, Gromo
Villa Gromo,https://www.tripadvisor.it/Restaurant_Review-g2357772-d4063622-Reviews-Villa_Gromo-Mapello_Province_of_Bergamo_Lombardy.html,3.5,,,Via Gugliemo Marconi N 39,,Mapello
Valerycafe,https://www.tripadvisor.it/Restaurant_Review-g2088613-d8291032-Reviews-Valerycafe-Gromo_Province_of_Bergamo_Lombardy.html,4.5,,+393478887421,Piazza Sandro Pertini 18 ,24020, Gromo
Malga Bassa,https://www.tripadvisor.it/Restaurant_Review-g2291818-d8560007-Reviews-Malga_Bassa-Onore_Province_of_Bergamo_Lombardy.html,4.5,fascia media,+393291529687,Via Valle di Scalve 1100 ,24020, Onore
Trattoria Da Martino,https://www.tripadvisor.it/Restaurant_Review-g7038200-d7079185-Reviews-Trattoria_Da_Martino-Gandellino_Province_of_Bergamo_Lombardy.html,4.5,cibo economico,+39034648477,Via Pedignela 7 ,24020, Gandellino
Ristoro 5 Laghi di Rita Chioda,https://www.tripadvisor.it/Restaurant_Review-g4873082-d4481914-Reviews-Ristoro_5_Laghi_di_Rita_Chioda-Valgoglio_Province_of_Bergamo_Lombardy.html,4.5,cibo economico,+39034647972,Località Bortolotti 3 ,24020, Valgoglio
Osteria al Borgo,https://www.tripadvisor.it/Restaurant_Review-g14204977-d17390375-Reviews-Osteria_al_Borgo-Oneta_Province_of_Bergamo_Lombardy.html,4.5,fascia media,+393486058506,Via Santuario del Frassino 1/A Via Santuario del Frassino 1/A ,24020, Oneta
La Gallina d'Oro,https://www.tripadvisor.it/Restaurant_Review-g2291811-d13954177-Reviews-La_Gallina_d_Oro-Robecco_sul_Naviglio_Province_of_Milan_Lombardy.html,3.0,fascia media,+39029471757,Via Santa Croce 14 ,20087, Robecco sul Naviglio
Ristorante - Pizzeria L'Oster Bif & Beef,https://www.tripadvisor.it/Restaurant_Review-g2357772-d3635668-Reviews-L_oster_Bif_Beef-Mapello_Province_of_Bergamo_Lombardy.html,4.0,fascia media,+39035908462,Via Marconi 21 ,24030, Mapello
San Michele  2,https://www.tripadvisor.it/Restaurant_Review-g187849-d5292652-Reviews-San_Michele_2-Milan_Lombardy.html,3.5,cibo economico,+390248702716,Via Primaticcio angolo Via Forze Armate ,20147, Milano
Ristorante Commercio Mas-cì,https://www.tripadvisor.it/Restaurant_Review-g1201172-d2230855-Reviews-Ristorante_Commercio_Mas_ci-Clusone_Province_of_Bergamo_Lombardy.html,4.5,fascia media,+39034621267,Piazza del Paradiso 1 ,24023, Clusone
Fattoria della Felicità,https://www.tripadvisor.it/Restaurant_Review-g2291818-d2470843-Reviews-Fattoria_della_Felicita-Onore_Province_of_Bergamo_Lombardy.html,3.5,fascia media,+3903461901550,Localita Zanecla 1 ,24020, Onore
Hotel Spiazzi,https://www.tripadvisor.it/Restaurant_Review-g2088613-d8742691-Reviews-Hotel_Spiazzi-Gromo_Province_of_Bergamo_Lombardy.html,3.5,fascia media,+39034647000,Piazzale Avert 1 ,24020, Gromo
Bar Trota,https://www.tripadvisor.it/Restaurant_Review-g12875320-d15057707-Reviews-Bar_Trota-Gromo_San_Marino_Gandellino_Province_of_Bergamo_Lombardy.html,3.0,,+39034648225,Via Grabiasca 2 ,24020, Gromo San Marino Gandellino
Ristorante bar Belvedere,https://www.tripadvisor.it/Restaurant_Review-g2088613-d3553971-Reviews-Ristorante_bar_Belvedere-Gromo_Province_of_Bergamo_Lombardy.html,4.0,fascia media,,Via Spiazzi Belvedere 69 ,24020, Gromo
Azienda Agricola Presolana,https://www.tripadvisor.it/Restaurant_Review-g642175-d7143904-Reviews-Azienda_Agricola_Presolana-Castione_della_Presolana_Province_of_Bergamo_Lombardy.html,4.5,cibo economico,+393351769214,Via IV Novembre 5 ,24020, Castione della Presolana
Adess,https://www.tripadvisor.it/Restaurant_Review-g642175-d23615147-Reviews-Adess-Castione_della_Presolana_Province_of_Bergamo_Lombardy.html,4.5,,,Via Agro 16 ,24020, Castione della Presolana
le Botticelle,https://www.tripadvisor.it/Restaurant_Review-g642175-d2616784-Reviews-Le_Botticelle-Castione_della_Presolana_Province_of_Bergamo_Lombardy.html,4.0,fascia media,+39034638458,piazza livigno 4 BRATTO ,24020, Castione della Presolana
Pizzeria La Griglia da Bramante,https://www.tripadvisor.it/Restaurant_Review-g642175-d2433002-Reviews-Pizzeria_La_Griglia_da_Bramante-Castione_della_Presolana_Province_of_Bergamo_Lomb.html,4.0,fascia media,+39034631461,Via Provinciale 3 ,24020, Castione della Presolana
Trattoria Risol Ristorante,https://www.tripadvisor.it/Restaurant_Review-g642175-d2322671-Reviews-Trattoria_Risol-Castione_della_Presolana_Province_of_Bergamo_Lombardy.html,4.0,fascia media,+39034631420,Via Andrea Fantoni 71 Dorga ,24020, Castione della Presolana
Rifugio Rino Olmo,https://www.tripadvisor.it/Restaurant_Review-g642175-d10028197-Reviews-Rifugio_Rino_Olmo-Castione_della_Presolana_Province_of_Bergamo_Lombardy.html,4.0,fascia media,,Passo Olone ,24020, Castione della Presolana
La Lanterna,https://www.tripadvisor.it/Restaurant_Review-g642175-d7142983-Reviews-La_Lanterna-Castione_della_Presolana_Province_of_Bergamo_Lombardy.html,4.5,fascia media,+39034632196,Via Fantoni 4 Localita-Dorga ,24020, Castione della Presolana
33 Italian Street Food,https://www.tripadvisor.it/Restaurant_Review-g642175-d9453472-Reviews-33_Italian_Street_Food-Castione_della_Presolana_Province_of_Bergamo_Lombardy.html,4.5,fascia media,+393928763064,Via Andrea Fantoni 33 ,24020, Castione della Presolana
Al Rustico,https://www.tripadvisor.it/Restaurant_Review-g642175-d2406855-Reviews-Al_Rustico-Castione_della_Presolana_Province_of_Bergamo_Lombardy.html,4.5,cibo economico,+39034636589,Via Provinciale 82 ,24020, Castione della Presolana
Rifugio Baita Cassinelli,https://www.tripadvisor.it/Restaurant_Review-g642175-d5326080-Reviews-Rifugio_Baita_Cassinelli-Castione_della_Presolana_Province_of_Bergamo_Lombardy.html,4.0,fascia media,+393395655793,Malga Cassinelli Castione della Presolana 1568 m.s.l ,24020, Castione della Presolana
Cascina Calpa,https://www.tripadvisor.it/Restaurant_Review-g642175-d6580868-Reviews-Cascina_Calpa-Castione_della_Presolana_Province_of_Bergamo_Lombardy.html,4.5,fascia media,+393456703470,Via Calpa 22 ,24020, Castione della Presolana
Al Mulino Da Romy,https://www.tripadvisor.it/Restaurant_Review-g642175-d4747914-Reviews-Al_Mulino_Da_Romy-Castione_della_Presolana_Province_of_Bergamo_Lombardy.html,3.0,cibo economico,+39034660075,Via Per Rusio ,24020, Castione della Presolana
Baita Termen,https://www.tripadvisor.it/Restaurant_Review-g642175-d7744048-Reviews-Baita_Termen-Castione_della_Presolana_Province_of_Bergamo_Lombardy.html,4.0,cibo economico,+39034665000,Via Monte Pora ,24020, Castione della Presolana
Carbina,https://www.tripadvisor.it/Restaurant_Review-g642175-d8026801-Reviews-Carbina-Castione_della_Presolana_Province_of_Bergamo_Lombardy.html,4.0,fascia media,+393403300811,Via Borgaiolo 1 Incrocio Via Donizetti/Fantoni ,24020, Castione della Presolana
Aurora,https://www.tripadvisor.it/Restaurant_Review-g642175-d3473527-Reviews-Ristorante_Aurora-Castione_della_Presolana_Province_of_Bergamo_Lombardy.html,4.5,fascia media,+39034660004,Via Saint Antonio 19 ,24020, Castione della Presolana
La Polenteria,https://www.tripadvisor.it/Restaurant_Review-g642175-d3865413-Reviews-La_Polenteria-Castione_della_Presolana_Province_of_Bergamo_Lombardy.html,3.5,fascia media,+39034660268,Piazza Roma 5 ,24020, Castione della Presolana
