titles,rating,price,comments,locations,CAP,city,lng,lat,reference,data_source,url,contact,type
Lo Spaccio della Latteria di Chiuro,4.5,cibo economico,,Via Stelvio 18,23030.0,Chiuro,9.98921231,46.16955671,teglio,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g2045981-d7181216-Reviews-Lo_Spaccio_della_Latteria_di_Chiuro-Chiuro_Province_of_Sondrio_Lombardy.html,+390342483438,
Uomo Selvatico,4.0,fascia media,,Via Giovanni Battista Cerletti 28,23022.0,Chiavenna,9.40548756,46.32102771,piuro,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g674310-d2081176-Reviews-Uomo_Selvatico-Chiavenna_Province_of_Sondrio_Lombardy.html,+39034332197,
Aqua Fracta,4.5,fascia media,,Pian della Giustizia 7 Proveniendo da Chiavenna appena prima delle cascate dell'Aqua Fraggia,23020.0,Piuro,9.4208521,46.32946842,piuro,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g2308726-d2626751-Reviews-Aqua_Fracta-Piuro_Province_of_Sondrio_Lombardy.html,+39034337336,
Mood - Bar Con Cucina,3.0,fascia media,,Via Sarlone 1/a Borgonuovo,23020.0,Piuro,9.4208521,46.32946842,piuro,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g2308726-d23595589-Reviews-Mood_Bar_Con_Cucina-Piuro_Province_of_Sondrio_Lombardy.html,+393409658555,
I Rododendri Ristorante,4.0,fascia media,,Via Sant'Antonio 2 Sant'Antonio Valfurva,23030.0,Valfurva,10.41086041,46.46307994,valfurva,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g2222116-d7248205-Reviews-I_Rododendri_Ristorante-Valfurva_Province_of_Sondrio_Lombardy.html,+390342945666,
Rifugio Casati,3.5,fascia media,,Via Sant'Antonio 36 San Nicolò,23030.0,Valfurva,10.41086041,46.46307994,valfurva,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g2222116-d2217816-Reviews-Rifugio_Casati-Valfurva_Province_of_Sondrio_Lombardy.html,+390342935507,
Rifugio La Baita,3.5,cibo economico,,Valle di Rezzalo,23035.0,Sondalo,10.32367779,46.33202816,valdisotto,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g1574962-d2269102-Reviews-Rifugio_La_Baita-Sondalo_Province_of_Sondrio_Lombardy.html,+393407953688,
Ristorante Hotel La Rosa,4.5,fascia media,,Via Fratelli Lazzaroni 9 Di fronte alla chiesa medioevale di San Pietro.,23036.0,Teglio,10.06328021,46.17226169,teglio,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g1632628-d5543315-Reviews-Hotel_Ristorante_La_Rosa-Teglio_Province_of_Sondrio_Lombardy.html,+390342780164,
Ristoro Solena,2.5,fascia media,,Via Cancano Versante destro del lago di Cancano,23038.0,Valdidentro,10.29680566,46.48933294,valdidentro,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g667205-d8369471-Reviews-Ristoro_Solena-Valdidentro_Province_of_Sondrio_Lombardy.html,+393487366439,
Da Stefi,3.5,cibo economico,,Via Milano 134,23032.0,Bormio,10.37559509,46.47015993,bormio,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g194697-d4420223-Reviews-Da_Stefi-Bormio_Province_of_Sondrio_Lombardy.html,+393346979396,
Sottovento Dolce,4.0,fascia media,,Via Santa Barbara 11,23032.0,Bormio,10.37559509,46.47015993,bormio,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g194697-d4794955-Reviews-Sottovento_Dolce-Bormio_Province_of_Sondrio_Lombardy.html,+393315032733,
Ristorante La Rasiga,4.0,fascia media,,Via Marconi 6 Via Marconi 6,23032.0,Bormio,10.37559509,46.47015993,bormio,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g194697-d2064977-Reviews-La_Rasiga-Bormio_Province_of_Sondrio_Lombardy.html,+390342901541,
La Teglia,3.0,fascia media,,Via Papa Giovanni XXIII 20,24020.0,Castione della Presolana,10.03640944,45.90774598,castione della presolana,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g642175-d1981713-Reviews-La_Teglia-Castione_della_Presolana_Province_of_Bergamo_Lombardy.html,+39034630467,
La Teglia,4.5,cibo economico,,Via Leonardo da Vinci 15,20060.0,Pozzo d'Adda,9.49955002,45.57394857,selvino,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g2287615-d7691238-Reviews-La_Teglia-Pozzo_d_Adda_Province_of_Milan_Lombardy.html,+390290960532,
Chalet Te,3.0,fascia media,,Piazzale Vittorio Veneto 6,46100.0,Mantova,10.79277363,45.15726772,bagolino,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g187848-d1553659-Reviews-Ristorante_Chalet_Te-Mantua_Province_of_Mantua_Lombardy.html,+390376320268,
Ristorante Bellavista Teglio,4.5,fascia media,,Via Roma 32,23036.0,Teglio,10.06328021,46.17226169,teglio,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g1632628-d8297835-Reviews-Ristorante_Bellavista_Teglio-Teglio_Province_of_Sondrio_Lombardy.html,+390342780118,
La Teglia Di Affori,3.5,cibo economico,,Via Pellegrino Rossi 59,20161.0,Milano,9.1903474,45.46679408,lecco,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g187849-d15026518-Reviews-La_Teglia_Di_Affori-Milan_Lombardy.html,+390223055643,
Fuori di Teglia,4.5,cibo economico,,Via Milano 14 C/D,20064.0,Gorgonzola,9.40541159,45.53026195,lecco,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g675104-d10382801-Reviews-Fuori_di_Teglia-Gorgonzola_Province_of_Milan_Lombardy.html,+390295305726,
Ristorante ai Tigli,4.5,fascia media,,Via Carlo Besta 13,23036.0,Teglio,10.06328021,46.17226169,teglio,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g1632628-d2717224-Reviews-RISTORANTE_AI_TIGLI-Teglio_Province_of_Sondrio_Lombardy.html,+390342780290,
La Teglia di Traiano,4.0,cibo economico,,Via Marco Ulpio Traiano 60,20149.0,Milano,9.1903474,45.46679408,lecco,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g187849-d10721269-Reviews-La_Teglia_di_Traiano-Milan_Lombardy.html,+390239545128,
Spontini - Monza,3.0,cibo economico,,Via Italia 28,20900.0,Monza,9.27358247,45.58439043,lecco,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g635872-d7260069-Reviews-Spontini_Monza-Monza_Province_of_Monza_and_Brianza_Lombardy.html,+390392302942,
Graninteglia,4.5,fascia media,,Via Dott. Aldo Madruzza n. 19,25030.0,Paratico,9.95761989,45.66159516,pisogne,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g1078006-d16693077-Reviews-Graninteglia_Paratico-Paratico_Province_of_Brescia_Lombardy.html,+39035911325,
Pizzeria Da Luca,4.0,cibo economico,,Viale Antonio Fratti 24/bis,43121.0,Parma,10.32834985,44.80107394,santa margherita di staffora,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g187804-d1982300-Reviews-Pizzeria_Da_Luca-Parma_Province_of_Parma_Emilia_Romagna.html,+390521780878,
La Corna,4.5,fascia media,,Via della Chiesa 9,23036.0,Teglio,10.06328021,46.17226169,teglio,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g1632628-d2392587-Reviews-La_Corna-Teglio_Province_of_Sondrio_Lombardy.html,+390342786105,
Ristorante Al Castello,4.5,fascia media,,Via Carlo Besta 10,23036.0,Teglio,10.06328021,46.17226169,teglio,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g1632628-d2255474-Reviews-Ristorante_Al_Castello-Teglio_Province_of_Sondrio_Lombardy.html,+390342780305,
La Pizza Dal 1964,3.5,cibo economico,,Via Casoretto 44,20131.0,Milano,9.1903474,45.46679408,lecco,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g187849-d2702724-Reviews-La_Pizza_Dal_1964-Milan_Lombardy.html,44-02-284-6659,
Ristorante Pizzeria Marechiaro,3.0,fascia media,,Largo Primo Maggio 7,46100.0,Mantova,10.79277363,45.15726772,bagolino,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g187848-d3598785-Reviews-Ristorante_Pizzeria_Marechiaro-Mantua_Province_of_Mantua_Lombardy.html,+393338377747,
Pizzeria Modaffari,4.5,cibo economico,,Via Camillo Golgi 19,20862.0,Arcore,9.32108103,45.62696694,lecco,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g1081186-d5285626-Reviews-Pizzeria_Modaffari-Arcore_Province_of_Monza_and_Brianza_Lombardy.html,+390399711130,
Pizzeria Linus,4.0,cibo economico,,Viale Roma 72/74,25017.0,Lonato del Garda,10.48429285,45.46089172,bagolino,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g1051496-d2278041-Reviews-Pizzeria_Linus-Lonato_del_Garda_Province_of_Brescia_Lombardy.html,+390309132873,
Azienda Agrituristica Il Mulinel,4.5,cibo economico,,Via Scranzi 42,23036.0,Teglio,10.06328021,46.17226169,teglio,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g1632628-d4685828-Reviews-Azienda_Agrituristica_Il_Mulinel-Teglio_Province_of_Sondrio_Lombardy.html,+393387710174,
Pizzaiolo in Camicia,5.0,fascia media,,Corso Giacomo Matteotti 106,26100.0,Cremona,10.02420865,45.13336675,santa margherita di staffora,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g187831-d21209870-Reviews-Pizzaiolo_in_Camicia-Cremona_Province_of_Cremona_Lombardy.html,+393272624591,
La Teglia 3,4.5,cibo economico,,Via Drizza 51,20020.0,Solaro,9.0795197,45.61677245,lecco,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g3732334-d12208340-Reviews-La_Teglia_3-Solaro_Province_of_Milan_Lombardy.html,+390296799464,
In Teglia,5.0,fascia media,,Via Luigi Negrelli 37,38068.0,Rovereto,11.04517514,45.88648404,bagolino,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g194889-d19083658-Reviews-In_Teglia-Rovereto_Province_of_Trento_Trentino_Alto_Adige.html,+390464664462,
Ristorante Tirolese,4.5,fascia media,,Via De' Medici 3,24016.0,San Pellegrino Terme,9.66330535,45.83833313,san pellegrino terme,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g194899-d1645592-Reviews-Ristorante_Tirolese-San_Pellegrino_Terme_Province_of_Bergamo_Lombardy.html,+39034525611,
Ristorante Cà Bigio,4.0,fascia media,,Via Papa Giovanni XXIII 56,24016.0,San Pellegrino Terme,9.66330535,45.83833313,san pellegrino terme,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g194899-d3847365-Reviews-Ristorante_Ca_Bigio-San_Pellegrino_Terme_Province_of_Bergamo_Lombardy.html,+39034521058,
Taverna della Taragna,3.5,fascia media,,Viale Papa Giovanni XXIII 3,24016.0,San Pellegrino Terme,9.66330535,45.83833313,san pellegrino terme,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g194899-d2630353-Reviews-Taverna_della_Taragna-San_Pellegrino_Terme_Province_of_Bergamo_Lombardy.html,+39034522716,
Birrificio Via Priula di San Pellegrino Terme,4.5,fascia media,,Via De Medici 4,24016.0,San Pellegrino Terme,9.66330535,45.83833313,san pellegrino terme,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g194899-d15117198-Reviews-Birrificio_Via_Priula_di_San_Pellegrino_Terme-San_Pellegrino_Terme_Province_of_B.html,+393283170339,
Birrificio Artigianale Via Priula,4.0,fascia media,,Via De Medici 2 incrocio Hotel Papa,24016.0,San Pellegrino Terme,9.66330535,45.83833313,san pellegrino terme,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g194899-d4027809-Reviews-Birrificio_Artigianale_Via_Priula-San_Pellegrino_Terme_Province_of_Bergamo_Lombar.html,+393517743404,
Ai Portici,4.0,fascia media,,Viale Papa Giovanni XXIII 43,24016.0,San Pellegrino Terme,9.66330535,45.83833313,san pellegrino terme,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g194899-d12320683-Reviews-Ai_Portici-San_Pellegrino_Terme_Province_of_Bergamo_Lombardy.html,+393484725115,
Ristorante Hotel Centrale,4.0,cibo economico,,Viale Papa Giovanni XXIII 63,24016.0,San Pellegrino Terme,9.66330535,45.83833313,san pellegrino terme,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g194899-d10750174-Reviews-Ristorante_Hotel_Centrale-San_Pellegrino_Terme_Province_of_Bergamo_Lombardy.html,+39034521008,
Bar Trattoria Pizzeria Tecla,5.0,cibo economico,,Via San Gallo 2,24015.0,San Giovanni Bianco,9.65182322,45.87456477,san pellegrino terme,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g1019221-d10541725-Reviews-Bar_Trattoria_Pizzeria_Tecla-San_Giovanni_Bianco_Province_of_Bergamo_Lombardy.html,+39034545086,
Trattoria Dell' Arlecchino,4.5,cibo economico,,Via Roncaglia Entro 72,24015.0,San Giovanni Bianco,9.65182322,45.87456477,san pellegrino terme,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g1019221-d3737477-Reviews-Trattoria_Dell_Arlecchino-San_Giovanni_Bianco_Province_of_Bergamo_Lombardy.html,+393452304308,
Ristorante Orizzonte,4.0,fascia media,,Viale Vittorio Veneto 8,24016.0,San Pellegrino Terme,9.66330535,45.83833313,san pellegrino terme,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g194899-d4400461-Reviews-Ristorante_Pizzeria_Bar_Orizzonte-San_Pellegrino_Terme_Province_of_Bergamo_Lombar.html,+39034523116,
Briefing Cafe,3.5,cibo economico,,Viale Papa Giovanni XXIII 33,24016.0,San Pellegrino Terme,9.66330535,45.83833313,san pellegrino terme,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g194899-d17826502-Reviews-Briefing_Cafe-San_Pellegrino_Terme_Province_of_Bergamo_Lombardy.html,+393756200529,
Alby&paul Salsamentario Bistro,4.0,fascia media,,Via San Carlo 25,24016.0,San Pellegrino Terme,9.66330535,45.83833313,san pellegrino terme,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g194899-d21228653-Reviews-Alby_paul_Salsamentario_Bistro-San_Pellegrino_Terme_Province_of_Bergamo_Lombardy.html,+393388295846,
Ristorante Pizzeria Internazionale,3.5,cibo economico,,Piazza Antonio Rosmini 2 Aperto Tutte le Sere,24016.0,San Pellegrino Terme,9.66330535,45.83833313,san pellegrino terme,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g194899-d2248449-Reviews-Ristorante_Pizzeria_Internazionale-San_Pellegrino_Terme_Province_of_Bergamo_Lomba.html,+39034521444,
Trattoria Dentella,4.5,fascia media,,Via Cav. Antonio Dentella 25,24010.0,Bracca,9.70781335,45.82266222,san pellegrino terme,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g2138360-d2616636-Reviews-Dentella-Bracca_Province_of_Bergamo_Lombardy.html,+39034597105,
La bottega della pizza,4.5,cibo economico,,Via San Carlo 14,24016.0,San Pellegrino Terme,9.66330535,45.83833313,san pellegrino terme,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g194899-d20151304-Reviews-La_bottega_della_pizza-San_Pellegrino_Terme_Province_of_Bergamo_Lombardy.html,+39034521842,
Beerghem - Birreria Via Priula,3.5,fascia media,,Via Alberto Pitentino 2E,24124.0,Bergamo,9.66842453,45.69441368,selvino,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g187830-d12736344-Reviews-Beerghem_Birreria_Via_Priula-Bergamo_Province_of_Bergamo_Lombardy.html,+390350932223,
Ristorante Pizzeria La Torre,4.5,fascia media,,Via Torre 4,24019.0,Zogno,9.66791865,45.7948216,san pellegrino terme,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g1131567-d6648943-Reviews-La_Torre-Zogno_Province_of_Bergamo_Lombardy.html,+39034569084,
Ristorante Cima Piazzi,4.0,fascia media,,Via Nazionale 29 frazione Tola,23030.0,Valdisotto,10.35511049,46.43167153,valdisotto,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g1238423-d2224055-Reviews-Ristorante_Cima_Piazzi-Valdisotto_Province_of_Sondrio_Lombardy.html,+390342950298,
Agriturismo Chalet Caribona,4.0,cibo economico,,Strada per Bormio 2000 Località Caribona,23030.0,Valdisotto,10.35511049,46.43167153,valdisotto,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g1238423-d2224047-Reviews-Agriturismo_Chalet_Caribona-Valdisotto_Province_of_Sondrio_Lombardy.html,+393398608335,
Ristorante Pizzeria Eira,4.5,fascia media,,Via Per Piatta 24,23032.0,Bormio,10.37559509,46.47015993,bormio,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g194697-d1885602-Reviews-Ristorante_Pizzeria_Eira-Bormio_Province_of_Sondrio_Lombardy.html,+390342911716,
Le Motte,4.0,fascia media,,Localita Le Motte 3 Le Motte,23030.0,Valdisotto,10.35511049,46.43167153,valdisotto,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g1238423-d2043046-Reviews-Le_Motte-Valdisotto_Province_of_Sondrio_Lombardy.html,+390342901645,
Ristorante Indiano Curcuma,4.5,fascia media,,Via Fratelli Torri Tarelli 5,23900.0,Lecco,9.39339225,45.8557578,lecco,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g187836-d5996628-Reviews-Curcuma-Lecco_Province_of_Lecco_Lombardy.html,+390341284263,
Gelateria Capo Horn,4.5,cibo economico,,Piazza Mario Cermenati 9,23900.0,Lecco,9.39339225,45.8557578,lecco,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g187836-d4724102-Reviews-Gelateria_Capo_Horn-Lecco_Province_of_Lecco_Lombardy.html,+390341367356,
Caffeina,4.5,cibo economico,,Via Roma 99,23900.0,Lecco,9.39339225,45.8557578,lecco,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g187836-d8319763-Reviews-Caffeina-Lecco_Province_of_Lecco_Lombardy.html,+390341282312,
The Shamrock,4.5,cibo economico,,Via Giuseppe Parini 5,23900.0,Lecco,9.39339225,45.8557578,lecco,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g187836-d4004803-Reviews-The_Shamrock-Lecco_Province_of_Lecco_Lombardy.html,+390341287582,
Memo İstanbul Pizzeria Kebap,5.0,cibo economico,,Via Carlo Porta 3,23900.0,Lecco,9.39339225,45.8557578,lecco,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g187836-d8338284-Reviews-Memo_Istanbul_Pizzeria_Kebap-Lecco_Province_of_Lecco_Lombardy.html,+393880935119,
Cardamomo Persian Palace,4.5,fascia media,,Piazza XX Settembre 45,23900.0,Lecco,9.39339225,45.8557578,lecco,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g187836-d3845789-Reviews-Cardamomo_Persian_Palace-Lecco_Province_of_Lecco_Lombardy.html,+3903411944666,
Napul'é,4.0,cibo economico,,Via Francesco Baracca 42,23900.0,Lecco,9.39339225,45.8557578,lecco,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g187836-d19383143-Reviews-Napul_e-Lecco_Province_of_Lecco_Lombardy.html,+393665228490,
Pizzeria Capri,3.5,fascia media,,Vicolo della Torre 8,23900.0,Lecco,9.39339225,45.8557578,lecco,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g187836-d1872944-Reviews-Pizzeria_Capri-Lecco_Province_of_Lecco_Lombardy.html,+390341365247,
Garage Pub,4.5,cibo economico,,Corso Bergamo 53,23900.0,Lecco,9.39339225,45.8557578,lecco,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g187836-d10068561-Reviews-Garage_Pub-Lecco_Province_of_Lecco_Lombardy.html,+393274703681,
Caffé Marchioni,4.5,fascia media,,Via Camillo Benso di Cavour 56/G,23900.0,Lecco,9.39339225,45.8557578,lecco,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g187836-d8340166-Reviews-Caffe_Marchioni-Lecco_Province_of_Lecco_Lombardy.html,341282233,
Gelateria Toldo,4.5,fascia media,,Via Camillo Benso di Cavour 41,23900.0,Lecco,9.39339225,45.8557578,lecco,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g187836-d14141928-Reviews-Gelati_Toldo-Lecco_Province_of_Lecco_Lombardy.html,+393289598173,
Ristorante Albergo Nicolin,4.5,cucina raffinata,,Via Amilcare Ponchielli 54,23900.0,Lecco,9.39339225,45.8557578,lecco,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g187836-d2037803-Reviews-Nicolin-Lecco_Province_of_Lecco_Lombardy.html,+390341422122,
Punjab Indian Restaurant,4.5,fascia media,,Lungolario Luigi Cadorna 18,23900.0,Lecco,9.39339225,45.8557578,lecco,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g187836-d2627260-Reviews-Punjab_Indian_Restaurant-Lecco_Province_of_Lecco_Lombardy.html,+390341365831,
Bella Napoli,3.5,cibo economico,,Corso Martiri della Liberazione 1,23900.0,Lecco,9.39339225,45.8557578,lecco,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g187836-d1100827-Reviews-Bella_Napoli-Lecco_Province_of_Lecco_Lombardy.html,+390341364100,
Bottega Del Maiale SNC,4.0,fascia media,,Piazza Venti Settembre 51,23900.0,Lecco,9.39339225,45.8557578,lecco,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g187836-d5812983-Reviews-Bottega_Del_Maiale_SNC-Lecco_Province_of_Lecco_Lombardy.html,+390341360951,
Bharat Ristorante Indiano,5.0,fascia media,,Viale Valsugana 9,23900.0,Lecco,9.39339225,45.8557578,lecco,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g187836-d13819490-Reviews-Bharat_Indian_Restaurant_Pizzeria-Lecco_Province_of_Lecco_Lombardy.html,+390341366854,
NIMA Sushi (Lecco),2.5,fascia media,,Via Nazario Sauro 2,23900.0,Lecco,9.39339225,45.8557578,lecco,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g187836-d23548565-Reviews-NIMA_Sushi_Lecco-Lecco_Province_of_Lecco_Lombardy.html,+3903411584013,
Aglio e Oglio Ristorante (Rogno) Pizza & Family Restaurant,3.5,fascia media,,Via Monte Grappa 1,24060.0,Rogno,10.13343949,45.85782003,rogno,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g2370756-d3522005-Reviews-Aglio_e_Oglio_ROGNO-Rogno_Province_of_Bergamo_Lombardy.html,+39035967091,
