nome,booking_link,indirizzo,rating,n_reviews,staff,servizi,pulizia,comfort,rapporto qualità prezzo,posizione,wifi gratuito,comune,stato,CAP,first_word_number,info_indirizzo,località
Locazione Turistica Santa Lucia-1,https://www.booking.com/hotel/it/apartment-santa-lucia.it.html?aid=304142&label=gen173nr-1FCAQoggJCEXNlYXJjaF92YWxkaXNvdHRvSBRYBGhxiAEBmAEUuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAK7qoukBsACAdICJGRkOTQxYWMxLWY2NjMtNGE1ZS04NTViLTA3ZWU3ZmZhNTI2ZtgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=5f4c34dd0c7d0002&srepoch=1686295868&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,,"9,0",15 recensioni,"9,0","8,5","8,7","8,8","9,3","9,2",10,Valdisotto,Italia,23030.0,False,,
B&B Benessere La Casa Nera,https://www.booking.com/hotel/it/b-amp-b-benessere-la-casa-nera.it.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9icmVub0gUWARocYgBAZgBFLgBF8gBDNgBAegBAfgBA4gCAagCA7gC57SLpAbAAgHSAiRkZTFkYWJiYy0zYjNiLTQ5OGMtOWY0Yi0wMzlmYTYwNzUzZjHYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=75fd377349cc0289&srepoch=1686297192&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,via leonardo da vinci 65,"7,9",16 recensioni,"8,0","8,3","8,8","8,6","7,5","6,7",,Breno,Italia,25043.0,False,,
Agriturismo Baita De L'ALL,https://www.booking.com/hotel/it/agriturismo-baita-de-l-39-all.it.html?aid=304142&label=gen173nr-1FCAQoggJCEnNlYXJjaF92YWxkaWRlbnRyb0gUWARocYgBAZgBFLgBF8gBDNgBAegBAfgBA4gCAagCA7gC9P6LpAbAAgHSAiQ0MjBkOGNlOC00OTJhLTRlZGItYjI3YS1mZmRjYjZjZjc2YTnYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=a2bb49faef6901c7&srepoch=1686306678&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,via della mola,"9,6",97 recensioni,"9,8","9,7","9,8","9,8","9,2","9,0",,Valdidentro,Italia,23038.0,False,,
Residence Larice Bianco App n5,https://www.booking.com/hotel/it/residence-larice-bianco-app-n5.it.html?aid=304142&label=gen173nr-1FCAQoggJCE3NlYXJjaF9jYW1wb2RvbGNpbm9IFFgEaHGIAQGYARS4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AtG_i6QGwAIB0gIkMDA5NmM1YzktOWZiMy00MmY2LTljMjMtYTljZjYxZDEzNjVl2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=27&sr_order=popularity&srpvid=44673a28ca3b0198&srepoch=1686298589&from=searchresults#hotelTmpl,via delle soste 35,,,,,,,,,,Campodolcino,Italia,23021.0,False,,
Locazione Turistica Baita Barin,https://www.booking.com/hotel/it/locazione-turistica-baita-barin.it.html?aid=304142&label=gen173nr-1FCAQoggJCD3NlYXJjaF9tYWRlc2ltb0gUWARocYgBAZgBFLgBF8gBDNgBAegBAfgBA4gCAagCA7gC67KLpAbAAgHSAiQ0ODlmNjVkMy0wYmNkLTRiODMtYjk1OS1jNzVkODUzOTdjOTPYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=27&sr_order=popularity&srpvid=3f0236f502a2011f&srepoch=1686296952&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,,,,,,,,,,,Madesimo,Italia,28024.0,False,,
Il Mulino,https://www.booking.com/hotel/it/condominio-il-mulino.it.html?aid=304142&label=gen173nr-1FCAQoggJCFXNlYXJjaF9wb250ZSBkaSBsZWdub0gUWARocYgBAZgBFLgBF8gBDNgBAegBAfgBA4gCAagCA7gC7PeLpAbAAgHSAiQxNzVkZjU5Ny00MmZkLTQ4NmMtOTFhOC1lODg3ODAxMTFjNGXYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&srpvid=c31548362a3a0413&srepoch=1686305774&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,via carettoni 15,"9,2",173 recensioni,"9,6","9,3","9,6","9,5","9,2","9,8","9,4",Ponte di Legno,Italia,25056.0,False,,
Lanterna Apartments,https://www.booking.com/hotel/it/residence-lanterna.it.html?aid=304142&label=gen173nr-1FCAQoggJCG3NlYXJjaF9jaGllc2EgaW4gdmFsbWFsZW5jb0gUWARocYgBAZgBFLgBF8gBDNgBAegBAfgBA4gCAagCA7gCrvyLpAbAAgHSAiRkM2U1ZGZhMC0wNThjLTQ2MzQtOWM5ZC0yMmY3NmRmNTk0MjnYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=bb1b49576ad4010f&srepoch=1686306352&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,via vassalini 73/2,"8,9",45 recensioni,"9,3","9,0","9,3","9,2","9,0","8,9","8,3",Chiesa in Valmalenco,Italia,23023.0,False,,
Residence Club Ponte Di Legno,https://www.booking.com/hotel/it/ponte-di-legno.it.html?aid=304142&label=gen173nr-1FCAQoggJCFXNlYXJjaF9wb250ZSBkaSBsZWdub0gUWARocYgBAZgBFLgBF8gBDNgBAegBAfgBA4gCAagCA7gC7PeLpAbAAgHSAiQxNzVkZjU5Ny00MmZkLTQ4NmMtOTFhOC1lODg3ODAxMTFjNGXYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=c31548362a3a0413&srepoch=1686305774&from=searchresults#hotelTmpl,piazzale cida 53,"8,5",180 recensioni,"8,7","8,3","9,0","8,9","7,9","9,3","7,8",Ponte di Legno,Italia,25056.0,False,,
"Sweet Home Casa Vacanze ""Il Bilocale""",https://www.booking.com/hotel/it/sweet-home-casa-vacanze-il-bilocale-songavazzo.it.html?aid=304142&label=gen173nr-1FCAQoggJCEXNlYXJjaF9zb25nYXZhenpvSBRYBGhxiAEBmAEUuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKd_IukBsACAdICJDY4NGNhYmNjLWYwYzgtNDU3NC1iZDczLTRhZTNiMzQ5MjliMdgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=341c494ea1590052&srepoch=1686306335&from=searchresults#hotelTmpl,via vittorio veneto 25,"9,0",2 recensioni,"8,8","8,8","8,8","8,8","8,8","7,5",,Songavazzo,Italia,24020.0,False,,
Casa Alpina San Luigi,https://www.booking.com/hotel/it/casa-alpina-san-luigi-campodolcino.it.html?aid=304142&label=gen173nr-1FCAQoggJCE3NlYXJjaF9jYW1wb2RvbGNpbm9IFFgEaHGIAQGYARS4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AtG_i6QGwAIB0gIkMDA5NmM1YzktOWZiMy00MmY2LTljMjMtYTljZjYxZDEzNjVl2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=44673a28ca3b0198&srepoch=1686298578&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,via gualdera 75,"7,4",67 recensioni,"8,5","7,3","8,2","7,6","7,2","7,7","5,0",Campodolcino,Italia,23021.0,False,,
Chalet Dei Rododendri,https://www.booking.com/hotel/it/chalet-dei-rododendri.it.html?aid=304142&label=gen173nr-1FCAQoggJCEXNlYXJjaF92YWxkaXNvdHRvSBRYBGhxiAEBmAEUuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAK7qoukBsACAdICJGRkOTQxYWMxLWY2NjMtNGE1ZS04NTViLTA3ZWU3ZmZhNTI2ZtgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=31&sr_order=popularity&srpvid=5f4c34dd0c7d0002&srepoch=1686295880&from=searchresults#hotelTmpl,,"8,3",95 recensioni,"9,5","8,5","8,8","8,4","8,4","8,8","8,3",Valdisotto,Italia,23030.0,False,, la rocca 46
Hotel Des Alpes,https://www.booking.com/hotel/it/des-alpes-foppolo1.it.html?aid=304142&label=gen173nr-1FCAQoggJCDnNlYXJjaF9mb3Bwb2xvSBRYBGhxiAEBmAEUuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKKxYukBsACAdICJDIzNzVkNjdkLWNkMmItNDYyMi04MzUzLWRhNDU0ZjY2ZWEwYtgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=8a293b85c6d00193&srepoch=1686299275&from=searchresults#hotelTmpl,via cortivo 9,"8,5",107 recensioni,"9,6","8,5","9,1","8,7","8,4","9,1","6,9",Foppolo,Italia,24010.0,False,,
Il Broletto Apartment - Affitti Brevi Italia,https://www.booking.com/hotel/it/il-broletto-apartment-affitti-brevi-italia-lecco.it.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9sZWNjb0gUWARocYgBAZgBFLgBF8gBDNgBAegBAfgBA4gCAagCA7gC0riLpAbAAgHSAiRjMDg1YWFjNC02YzVmLTQzNjItYTE5Yi0xNTA2NjQxNWZlMTLYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=bddc3869c98a003b&srepoch=1686297683&from=searchresults#hotelTmpl,corso giacomo matteotti 9/d,"9,4",16 recensioni,"9,7","9,2","9,5","9,5","9,7","9,7",,Lecco,Italia,23900.0,False,,
Residence Larice Bianco App n4,https://www.booking.com/hotel/it/residence-larice-bianco-app-n4.it.html?aid=304142&label=gen173nr-1FCAQoggJCE3NlYXJjaF9jYW1wb2RvbGNpbm9IFFgEaHGIAQGYARS4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AtG_i6QGwAIB0gIkMDA5NmM1YzktOWZiMy00MmY2LTljMjMtYTljZjYxZDEzNjVl2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&srpvid=44673a28ca3b0198&srepoch=1686298578&from=searchresults#hotelTmpl,via delle soste 33,,,,,,,,,,Campodolcino,Italia,23021.0,False,,
Hotel Arisch,https://www.booking.com/hotel/it/arisch.it.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9hcHJpY2FIFFgEaHGIAQGYARS4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AqSwi6QGwAIB0gIkODYyNDI3NTQtZDJlNi00NDIzLTk2MWYtODUxZGU2MTg4Zjlj2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=8a7b3652953c0319&srepoch=1686296613&from=searchresults#hotelTmpl,via privata gemelli sn,"8,3",639 recensioni,"8,8","8,3","9,0","8,8","8,1","9,1","7,3",Aprica,Italia,23031.0,False,,
PudApartment Holiday Home,https://www.booking.com/hotel/it/pudapartment.it.html?aid=304142&label=gen173nr-1FCAQoggJCDnNlYXJjaF9waXNvZ25lSBRYBGhxiAEBmAEUuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKDtYukBsACAdICJDQxNjMwZGFiLTMyZTUtNDE0OS05NjA5LTQxMjAxZDdlMzkzOdgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&srpvid=bddc37813cde0420&srepoch=1686297220&from=searchresults#hotelTmpl,via ortaglie 11,"8,9",13 recensioni,"9,4","9,0","9,4","8,8","9,4",10,,Pisogne,Italia,25055.0,False,,
Casa Vacanza Caspoggio,https://www.booking.com/hotel/it/casa-vacanza-caspoggio.it.html?aid=304142&label=gen173nr-1FCAQoggJCEHNlYXJjaF9jYXNwb2dnaW9IFFgEaHGIAQGYARS4ARfIAQzYAQHoAQH4AQOIAgGoAgO4ArfEi6QGwAIB0gIkM2YwMmNkNjctYmZiYi00YzIzLTljMGYtOWYyNDk5NWMyMjA52AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&srpvid=c3703b5b6e80004b&srepoch=1686299192&from=searchresults#hotelTmpl,Via Pizzo Scalino 6,"8,1",12 recensioni,"8,6","7,0","7,7","8,2","8,4","8,9",,Caspoggio,Italia,23020.0,True,,
Italianway - Forni 7,https://www.booking.com/hotel/it/italianway-forni-7.it.html?aid=304142&label=gen173nr-1FCAQoggJCD3NlYXJjaF92YWxmdXJ2YUgUWARocYgBAZgBFLgBF8gBDNgBAegBAfgBA4gCAagCA7gCjMOLpAbAAgHSAiQzZTVlMGEyNS1iODM3LTQzOTYtYTAwNy02ZTM1MDUxNDRlY2TYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&srpvid=c0883b06c41d000e&srepoch=1686299021&from=searchresults#hotelTmpl,via forni 7,"8,9",7 recensioni,"9,6","8,9","9,3","8,2","8,9",10,,Valfurva,Italia,23030.0,False,,
Bed and Breakfast Zanaglio,https://www.booking.com/hotel/it/bed-and-breakfast-zanaglio.it.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9ib3Jub0gUWARocYgBAZgBFLgBF8gBDNgBAegBAfgBA4gCAagCA7gC4LaLpAbAAgHSAiQ5MDQ2ZTFmZC1mOWUxLTQwYzItOGU1OC0yMjgxMTM1MDJkNWPYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=b9d037f03684025c&srepoch=1686297441&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,Via Trieste 3,"9,3",22 recensioni,"9,9","9,5","9,7","9,2","9,3","9,7",,Borno,Italia,25042.0,True,,
Hotel Mirage,https://www.booking.com/hotel/it/mirage-lanzada.it.html?aid=304142&label=gen173nr-1FCAQoggJCG3NlYXJjaF9jaGllc2EgaW4gdmFsbWFsZW5jb0gUWARocYgBAZgBFLgBF8gBDNgBAegBAfgBA4gCAagCA7gCrvyLpAbAAgHSAiRkM2U1ZGZhMC0wNThjLTQ2MzQtOWM5ZC0yMmY3NmRmNTk0MjnYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=bb1b49576ad4010f&srepoch=1686306352&from=searchresults#hotelTmpl,Via Ronchetti 331,"9,2",4 recensioni,10,"8,8","9,4","9,4","8,8","9,4",,Chiesa in Valmalenco,Italia,23020.0,True,,
A 5 minuti dal centro,https://www.booking.com/hotel/it/a-5-minuti-dal-centro.it.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9sZWNjb0gUWARocYgBAZgBFLgBF8gBDNgBAegBAfgBA4gCAagCA7gC0riLpAbAAgHSAiRjMDg1YWFjNC02YzVmLTQzNjItYTE5Yi0xNTA2NjQxNWZlMTLYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=130&sr_order=popularity&srpvid=bddc3869c98a003b&srepoch=1686297718&from=searchresults#hotelTmpl,via monte spluga 11,"9,5",2 recensioni,"8,8",10,"7,5",10,"8,8","8,8",,Lecco,Italia,23900.0,False,,
APPARTAMENTO FOPPOLO,https://www.booking.com/hotel/it/appartamento-foppolo-provincia-di-bergamo.it.html?aid=304142&label=gen173nr-1FCAQoggJCDnNlYXJjaF9mb3Bwb2xvSBRYBGhxiAEBmAEUuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKKxYukBsACAdICJDIzNzVkNjdkLWNkMmItNDYyMi04MzUzLWRhNDU0ZjY2ZWEwYtgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=popularity&srpvid=8a293b85c6d00193&srepoch=1686299275&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,Via Cortivo 34,"7,4",8 recensioni,"9,3","7,9","8,8","7,5","7,2","8,1",,Foppolo,Italia,24010.0,True,,
Baita Bruno Fior di Loto,https://www.booking.com/hotel/it/baita-bruno-fior-di-loto.it.html?label=gen173nr-1FCAQoggJCDnNlYXJjaF9saXZpZ25vSBRYBGhxiAEBmAEUuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKk0oukBsACAdICJGQ5OWQ0Yjk5LWI4ZDItNGIxZS1iMGRlLTIxMTU0M2U5NTA0NdgCBeACAQ&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=610&sr_order=popularity&srpvid=68053ef4348a039b&srepoch=1686301119&from=searchresults#hotelTmpl,via florin 126/a,"8,5",10 recensioni,"9,8","8,5","8,8","8,5","8,3","8,8",,Livigno,Italia,23030.0,False,,
B&B Ca' La Vedescia,https://www.booking.com/hotel/it/b-amp-b-ca-39-la-vedescia.it.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF90ZWdsaW9IFFgEaHGIAQGYARS4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AsWui6QGwAIB0gIkZDQ3MzQ0NGQtYTg4Ny00Mjc5LTkwYmItNDJhY2RjZmI0Njg22AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=303b35e251a40183&srepoch=1686296390&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,via pila boscarini 9,"9,3",141 recensioni,"9,6","9,4","9,8","9,4","9,4","8,8","8,5",Teglio,Italia,23036.0,False,,
Appartamento Chiesa in Valmalenco,https://www.booking.com/hotel/it/appartamento-chiesa-in-valmalenco-chiesa-in-valmalenco1.it.html?aid=304142&label=gen173nr-1FCAQoggJCG3NlYXJjaF9jaGllc2EgaW4gdmFsbWFsZW5jb0gUWARocYgBAZgBFLgBF8gBDNgBAegBAfgBA4gCAagCA7gCrvyLpAbAAgHSAiRkM2U1ZGZhMC0wNThjLTQ2MzQtOWM5ZC0yMmY3NmRmNTk0MjnYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=bb1b49576ad4010f&srepoch=1686306352&from=searchresults#hotelTmpl,Via Nicolò Rusca 15,"7,0",1 recensione,10,"7,5","5,0","7,5","7,5",10,,Chiesa in Valmalenco,Italia,23023.0,True,,
Albergo Eden,https://www.booking.com/hotel/it/albergo-eden-s-a-s-dei-f-lli-ravizza-di-r-m-c.it.html?aid=304142&label=gen173nr-1FCAQoggJCFXNlYXJjaF9wb250ZSBkaSBsZWdub0gUWARocYgBAZgBFLgBF8gBDNgBAegBAfgBA4gCAagCA7gC7PeLpAbAAgHSAiQxNzVkZjU5Ny00MmZkLTQ4NmMtOTFhOC1lODg3ODAxMTFjNGXYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=c31548362a3a0413&srepoch=1686305774&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,via castello 19,"7,9",67 recensioni,"8,6","7,4","8,2","7,9","7,6","7,9","6,5",Ponte di Legno,Italia,25050.0,False, villa dalegno,
Mountain Chalet close to Bormio,https://www.booking.com/hotel/it/mountain-chalet-close-to-bormio.it.html?aid=304142&label=gen173nr-1FCAQoggJCEXNlYXJjaF92YWxkaXNvdHRvSBRYBGhxiAEBmAEUuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAK7qoukBsACAdICJGRkOTQxYWMxLWY2NjMtNGE1ZS04NTViLTA3ZWU3ZmZhNTI2ZtgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=32&sr_order=popularity&srpvid=5f4c34dd0c7d0002&srepoch=1686295880&from=searchresults#hotelTmpl,via dosso della benedizione 2a,"8,3",3 recensioni,"9,2","9,2","9,2",10,"8,3","9,2",,Valdisotto,Italia,23030.0,False,,
B&B Casa Fortuna,https://www.booking.com/hotel/it/b-amp-b-casa-fortuna-lecco.it.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9sZWNjb0gUWARocYgBAZgBFLgBF8gBDNgBAegBAfgBA4gCAagCA7gC0riLpAbAAgHSAiRjMDg1YWFjNC02YzVmLTQzNjItYTE5Yi0xNTA2NjQxNWZlMTLYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=bddc3869c98a003b&srepoch=1686297683&from=searchresults#hotelTmpl,via san francesco d'assisi 11,"9,0",296 recensioni,"9,7","9,1","9,5","9,2","9,1","9,3","9,1",Lecco,Italia,23900.0,False,,
Hotel Gallo Cedrone,https://www.booking.com/hotel/it/gallo-cedrone.it.html?aid=304142&label=gen173nr-1FCAQoggJCEXNlYXJjaF92YWxkaXNvdHRvSBRYBGhxiAEBmAEUuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAK7qoukBsACAdICJGRkOTQxYWMxLWY2NjMtNGE1ZS04NTViLTA3ZWU3ZmZhNTI2ZtgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=5f4c34dd0c7d0002&srepoch=1686295868&from=searchresults#hotelTmpl,bormio 2000,"8,0",435 recensioni,"8,5","8,1","8,4","8,3","8,3","8,7","7,7",Valdisotto,Italia,23030.0,False,,
White Bear,https://www.booking.com/hotel/it/white-bear-temu-39.it.html?aid=304142&label=gen173nr-1FCAQoggJCC3NlYXJjaF90ZW11SBRYBGhxiAEBmAEUuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKkwYukBsACAdICJDEyZTAzOWNkLTJhMmUtNDIxNS1hODE2LWJhODA3NGJmOGNlONgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&srpvid=3e1e3a925b2e0255&srepoch=1686298789&from=searchresults#hotelTmpl,Via Saletti Piano 40,"8,4",16 recensioni,"8,8","8,8","9,1","8,9","8,1","9,2","7,5",Temù,Italia,25050.0,True,"terra  Condominio ""Eleonora A""",
MANZONI APARTS - SUITE APARTMENTS - 1 o 2 camere da letto,https://www.booking.com/hotel/it/trilocale-nel-verde.it.html?aid=304142&label=gen173nr-1FCAQoggJCG3NlYXJjaF9zYW4gcGVsbGVncmlubyB0ZXJtZUgUWARocYgBAZgBFLgBF8gBDNgBAegBAfgBA4gCAagCA7gC4ayLpAbAAgHSAiQ5NzlkNTE1Ni04MWZlLTQ5OTUtYjNhNS0wZmMzYjU0YmRmYjjYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&srpvid=414f357089c80185&srepoch=1686296163&from=searchresults#hotelTmpl,Via Ripa 14,"8,5",21 recensioni,"8,6","9,0","8,9","9,3","9,0","8,9",,San Pellegrino Terme,Italia,24016.0,True,,
[Nido di montagna] Caspoggio,https://www.booking.com/hotel/it/nido-di-montagna-caspoggio-provincia-di-sondrio.it.html?aid=304142&label=gen173nr-1FCAQoggJCEHNlYXJjaF9jYXNwb2dnaW9IFFgEaHGIAQGYARS4ARfIAQzYAQHoAQH4AQOIAgGoAgO4ArfEi6QGwAIB0gIkM2YwMmNkNjctYmZiYi00YzIzLTljMGYtOWYyNDk5NWMyMjA52AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&srpvid=c3703b5b6e80004b&srepoch=1686299192&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,Via San Elisabetta 57,,,,,,,,,,Caspoggio,Italia,23020.0,True,,
Appartamenti Fronte Piste - Appartamentiflarida Foppolo,https://www.booking.com/hotel/it/accogliente-ed-elegante-nido-in-montagna.it.html?aid=304142&label=gen173nr-1FCAQoggJCDnNlYXJjaF9mb3Bwb2xvSBRYBGhxiAEBmAEUuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKKxYukBsACAdICJDIzNzVkNjdkLWNkMmItNDYyMi04MzUzLWRhNDU0ZjY2ZWEwYtgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&srpvid=8a293b85c6d00193&srepoch=1686299275&from=searchresults#hotelTmpl,via ronchi 69,"7,1",35 recensioni,"7,5","6,8","7,4","6,5","6,9","9,5","7,5",Foppolo,Italia,24010.0,False,,
Comfy Holiday Home in Livigno near Ski Area,https://www.booking.com/hotel/it/aria-ii.it.html?label=gen173nr-1FCAQoggJCDnNlYXJjaF9saXZpZ25vSBRYBGhxiAEBmAEUuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKk0oukBsACAdICJGQ5OWQ0Yjk5LWI4ZDItNGIxZS1iMGRlLTIxMTU0M2U5NTA0NdgCBeACAQ&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=782&sr_order=popularity&srpvid=68053ef4348a039b&srepoch=1686301159&from=searchresults#hotelTmpl,,"8,0",2 recensioni,"8,8","8,8","8,8","6,3","7,5","8,8",,Livigno,Italia,23041.0,False,,
Alps Oriental Wellness HOTEL,https://www.booking.com/hotel/it/oriental.it.html?aid=304142&label=gen173nr-1FCAQoggJCE3NlYXJjaF9jYW1wb2RvbGNpbm9IFFgEaHGIAQGYARS4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AtG_i6QGwAIB0gIkMDA5NmM1YzktOWZiMy00MmY2LTljMjMtYTljZjYxZDEzNjVl2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=44673a28ca3b0198&srepoch=1686298578&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,via prestone 91,"9,1",195 recensioni,"9,8","9,3","9,5","9,4","9,1","8,7","8,9",Campodolcino,Italia,23021.0,False,,
